MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LotConfig,Neighborhood,Condition1,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,MoSold,SaleCondition,SalePrice,YrSold
20,RL,118.0,13704,Pave,IR1,Corner,CollgCr,Norm,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1541,1541,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,6,Typ,1,Attchd,2001.0,RFn,843,TA,TA,Y,468,81,0,0,0,1,Normal,205000,2006
20,RL,70.0,9800,Pave,Reg,Corner,CollgCr,Norm,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,0.0,TA,TA,PConc,TA,TA,No,ALQ,894,Unf,0,894,GasA,TA,Y,SBrkr,0,1,1,0,3,1,TA,5,Typ,0,Attchd,1975.0,Unf,552,TA,TA,Y,256,0,0,0,0,7,Abnorml,149900,2006
75,RM,87.0,18386,Pave,Reg,Inside,OldTown,Norm,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,1470,1470,GasA,Ex,Y,SBrkr,1818,0,3,0,3,1,Gd,10,Typ,1,Attchd,2003.0,Unf,870,TA,TA,Y,302,0,0,0,0,5,Normal,295000,2008
20,RL,80.0,10386,Pave,Reg,Inside,CollgCr,Norm,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,1464,Unf,536,2000,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,8,Typ,0,Attchd,2004.0,Fin,888,TA,TA,Y,168,0,0,0,0,7,Normal,305900,2007
60,RL,116.0,13474,Pave,Reg,Inside,SawyerW,Feedr,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,246.0,Gd,TA,CBlock,Gd,TA,No,ALQ,700,Unf,0,700,GasA,Gd,Y,SBrkr,1121,1,2,1,4,1,Gd,8,Typ,1,Attchd,1990.0,RFn,746,TA,TA,Y,127,44,224,0,0,6,Normal,225000,2007
20,RL,90.0,12378,Pave,IR1,Inside,NridgHt,Norm,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,622,1896,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Ex,8,Typ,3,Attchd,2003.0,Fin,708,TA,TA,Y,208,175,0,0,0,11,Normal,360000,2006
20,RL,50.0,8000,Pave,Reg,Inside,NAmes,Norm,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,680,Unf,292,972,GasA,Ex,Y,SBrkr,0,1,1,0,2,1,TA,5,Typ,1,Detchd,1948.0,Unf,240,TA,TA,Y,0,0,0,0,0,5,Normal,132000,2009
190,RM,65.0,7800,Pave,Reg,Inside,OldTown,Artery,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507,Unf,286,793,GasA,TA,Y,SBrkr,325,1,1,0,3,1,TA,5,Typ,1,Detchd,1939.0,Unf,410,TA,TA,Y,0,0,0,271,0,5,Normal,119900,2006
20,RL,150.0,215245,Pave,IR3,Inside,Timber,Norm,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236,Rec,80,2136,GasW,TA,Y,SBrkr,0,2,2,0,3,1,TA,8,Typ,2,Attchd,1965.0,RFn,513,TA,TA,Y,0,0,0,0,0,6,Normal,375000,2009
70,RM,60.0,9600,Pave,Reg,Inside,OldTown,Norm,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16,Unf,712,728,GasA,Ex,Y,SBrkr,809,0,1,1,3,1,Ex,6,Typ,1,Detchd,1925.0,Unf,546,Fa,TA,Y,0,0,234,0,0,8,Normal,178000,2006
60,RL,71.0,7795,Pave,IR1,Inside,Gilbert,Norm,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,425,Unf,291,716,GasA,Ex,Y,SBrkr,716,1,2,1,3,1,Gd,6,Typ,1,Attchd,2004.0,Fin,432,TA,TA,Y,100,51,0,0,0,7,Normal,188500,2009
60,RL,94.0,13005,Pave,IR1,Corner,NWAmes,Norm,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,278.0,Gd,TA,CBlock,Gd,TA,No,GLQ,692,Unf,153,845,GasA,TA,Y,SBrkr,1200,1,2,1,4,1,Ex,10,Typ,1,Attchd,1983.0,RFn,484,TA,TA,Y,288,195,0,0,0,8,Normal,260000,2009
60,FV,75.0,9000,Pave,Reg,Inside,Somerst,Norm,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1088,1088,GasA,Ex,Y,SBrkr,871,0,2,1,3,1,Gd,8,Typ,1,Attchd,2006.0,RFn,1025,TA,TA,Y,208,46,0,0,0,12,Normal,270000,2007
60,RL,90.0,9900,Pave,Reg,Inside,NoRidge,Norm,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,987,Unf,360,1347,GasA,Ex,Y,SBrkr,1274,1,2,1,4,1,Gd,9,Typ,1,Attchd,1993.0,RFn,656,TA,TA,Y,340,60,144,0,0,4,Normal,260000,2009
60,RL,111.0,16259,Pave,Reg,Corner,NridgHt,Norm,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,370.0,TA,TA,PConc,Ex,Gd,Av,Unf,0,Unf,1249,1249,GasA,Ex,Y,SBrkr,1347,0,3,1,4,1,Gd,9,Typ,0,Attchd,2006.0,RFn,840,TA,TA,Y,240,154,0,0,0,9,Partial,342643,2006
60,RL,99.0,12099,Pave,IR1,Inside,NridgHt,Norm,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,970,Unf,166,1136,GasA,Ex,Y,SBrkr,1332,1,2,1,4,1,Gd,10,Typ,1,BuiltIn,2004.0,Fin,872,TA,TA,Y,184,154,0,0,0,6,Normal,354000,2007
60,RL,86.0,10380,Pave,IR1,Inside,SawyerW,Norm,2Story,7,5,1986,1987,Gable,CompShg,Plywood,172.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,28,ALQ,0,1502,GasA,Ex,Y,SBrkr,1177,1,2,1,4,1,Gd,8,Typ,1,Attchd,1987.0,Fin,576,TA,TA,Y,201,96,0,0,0,8,Normal,301000,2007
20,RM,49.0,5820,Pave,Reg,Inside,OldTown,Norm,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,256,Unf,906,1162,GasA,Ex,Y,SBrkr,0,1,1,0,3,1,TA,6,Typ,0,Attchd,1955.0,Unf,220,Fa,TA,Y,142,98,0,0,0,7,Normal,126175,2006
80,RL,96.0,11275,Pave,Reg,Corner,NAmes,PosN,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,300.0,Gd,Gd,CBlock,Gd,TA,No,Unf,0,Unf,710,710,GasA,Ex,Y,SBrkr,1080,0,2,1,5,1,Gd,11,Typ,1,BuiltIn,1961.0,Fin,564,TA,TA,Y,240,0,0,0,0,6,Normal,242000,2010
45,RM,50.0,5000,Pave,Reg,Inside,IDOTRR,RRAe,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,116,Unf,604,720,GasA,Po,N,FuseF,0,0,1,0,2,1,TA,5,Typ,0,Detchd,1941.0,Unf,360,TA,TA,Y,0,0,244,0,0,12,Normal,87000,2007
120,RL,32.0,10846,Pave,IR1,CulDSac,Veenker,Norm,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619,Unf,100,1719,GasA,Ex,Y,SBrkr,0,2,1,1,1,1,Gd,6,Typ,2,Attchd,1993.0,Fin,473,TA,TA,Y,122,30,0,0,0,5,Normal,324000,2008
20,RL,80.0,11600,Pave,Reg,Inside,NAmes,Norm,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,175.0,TA,TA,CBlock,TA,TA,No,Rec,565,Unf,818,1383,GasA,TA,Y,SBrkr,0,0,1,1,3,1,TA,7,Typ,0,Attchd,1960.0,RFn,292,TA,TA,Y,0,45,0,0,0,4,Normal,145250,2006
70,RM,60.0,6402,Pave,Reg,Corner,IDOTRR,Norm,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,596,596,GasA,TA,N,SBrkr,596,0,1,0,3,1,TA,6,Typ,0,Detchd,1920.0,Unf,189,Fa,Fa,N,0,0,137,0,0,7,Normal,78000,2009
20,RL,70.0,8176,Pave,Reg,Inside,NAmes,Norm,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,846,Unf,210,1056,GasA,Fa,Y,SBrkr,0,1,1,0,3,1,TA,6,Typ,0,Attchd,1958.0,RFn,308,TA,TA,Y,0,0,0,0,0,8,Normal,139000,2007
120,RM,59.0,8198,Pave,Reg,FR3,NridgHt,Norm,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,146.0,Gd,TA,PConc,Gd,TA,Av,GLQ,720,Unf,638,1358,GasA,Ex,Y,SBrkr,0,1,2,0,2,1,Gd,6,Typ,1,Attchd,2004.0,RFn,484,TA,TA,Y,192,30,0,0,0,7,Normal,207000,2008
60,RL,59.0,9042,Pave,IR1,Inside,Gilbert,Norm,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,828,Unf,115,943,GasA,Gd,Y,SBrkr,695,1,2,1,3,1,TA,7,Typ,2,Attchd,1998.0,Fin,472,TA,TA,Y,100,38,0,0,0,7,Normal,192000,2008
20,RL,86.0,14157,Pave,IR1,Corner,StoneBr,Norm,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249,Unf,673,1922,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,8,Typ,1,Attchd,2005.0,Fin,676,TA,TA,Y,178,51,0,0,0,7,Normal,377426,2007
20,RL,70.0,9135,Pave,Reg,Inside,CollgCr,Norm,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,810,Unf,726,1536,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,7,Typ,0,Attchd,2002.0,RFn,532,TA,TA,Y,192,74,0,0,0,12,Normal,214000,2008
20,RL,91.0,14145,Pave,Reg,Corner,NWAmes,Norm,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,0.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,213,Unf,995,1208,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,8,Typ,0,Attchd,1984.0,RFn,440,TA,TA,Y,108,45,0,0,0,5,Normal,202500,2006
20,RL,66.0,12400,Pave,IR1,Inside,NAmes,Feedr,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,176.0,TA,TA,CBlock,TA,Fa,No,Rec,585,Unf,630,1215,GasA,TA,Y,FuseA,0,0,1,0,3,1,TA,6,Typ,0,Attchd,1958.0,Unf,297,TA,TA,Y,0,0,0,234,0,6,Normal,155000,2009
60,RL,85.0,14191,Pave,Reg,Inside,Timber,Norm,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,967,967,GasA,Ex,Y,SBrkr,915,0,2,1,4,1,Gd,9,Typ,0,Attchd,2002.0,Fin,431,TA,TA,Y,135,0,0,0,0,4,Normal,202900,2010
20,RH,60.0,8400,Pave,Reg,Inside,SawyerW,Feedr,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,721,721,GasA,Gd,Y,SBrkr,0,0,1,0,2,1,TA,4,Typ,0,CarPort,1950.0,Unf,294,TA,TA,N,250,0,24,0,0,9,Normal,82000,2009
120,RL,63.0,8849,Pave,IR1,Inside,NridgHt,Norm,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,616.0,Ex,TA,PConc,Ex,TA,No,GLQ,28,Unf,1656,1684,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Ex,6,Typ,1,Attchd,2005.0,RFn,564,TA,TA,Y,495,72,0,0,0,7,Normal,266000,2008
160,RM,36.0,2592,Pave,Reg,Inside,MeadowV,Norm,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,0.0,TA,TA,CBlock,Gd,TA,No,Rec,129,BLQ,175,536,GasA,TA,Y,SBrkr,576,0,1,1,3,1,TA,4,Typ,0,Attchd,1976.0,Unf,336,TA,TA,Y,182,0,0,0,0,4,Normal,85000,2010
50,RL,65.0,6435,Pave,Reg,Inside,BrkSide,RRAn,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,972,972,GasA,Gd,Y,SBrkr,605,0,1,0,3,1,Fa,6,Typ,1,Detchd,1939.0,Unf,312,TA,TA,Y,0,0,0,0,0,10,Normal,140200,2006
160,RL,36.0,2448,Pave,Reg,Inside,NridgHt,Norm,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,573,Unf,191,764,GasA,Ex,Y,SBrkr,862,1,2,1,2,1,Gd,6,Typ,0,BuiltIn,2003.0,RFn,474,TA,TA,Y,0,27,0,0,0,10,Normal,154000,2008
60,RL,56.0,20431,Pave,IR2,Inside,NridgHt,Norm,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,870.0,Ex,TA,PConc,Ex,TA,No,GLQ,1410,Unf,438,1848,GasA,Ex,Y,SBrkr,880,1,2,1,4,1,Ex,10,Typ,2,Attchd,2006.0,Fin,706,TA,TA,Y,0,0,0,0,0,4,Partial,437154,2006
120,RL,68.0,7820,Pave,IR1,Inside,NridgHt,Norm,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,362.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,1869,1869,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Ex,6,Typ,1,Attchd,2007.0,RFn,617,TA,TA,Y,210,54,0,0,0,12,Partial,318061,2007
50,RL,60.0,9084,Pave,Reg,Inside,Edwards,Artery,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236,Rec,0,616,GasA,TA,N,SBrkr,495,0,1,0,3,1,TA,5,Typ,0,Detchd,1941.0,Unf,200,TA,Fa,Y,48,0,0,0,0,3,Normal,95000,2008
30,RM,60.0,8520,Pave,Reg,Inside,OldTown,Norm,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,624,624,GasA,Gd,Y,SBrkr,0,0,1,0,2,1,TA,5,Typ,0,Detchd,2005.0,Unf,484,TA,TA,Y,106,0,0,0,0,5,Normal,105900,2010
50,RL,60.0,8400,Pave,Reg,Inside,SWISU,Norm,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,LwQ,388,Unf,552,940,GasA,Ex,Y,SBrkr,403,0,1,0,2,1,TA,6,Typ,2,Attchd,1940.0,Unf,240,TA,TA,Y,0,0,108,0,0,6,Normal,140000,2006
20,RL,105.0,11249,Pave,IR2,Inside,CollgCr,Norm,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,334,BLQ,322,1200,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,6,Typ,0,Attchd,1995.0,RFn,521,TA,TA,Y,0,26,0,0,0,8,Normal,177500,2007
120,RM,44.0,4224,Pave,Reg,Inside,MeadowV,Norm,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,874,Unf,268,1142,GasA,TA,Y,SBrkr,0,1,1,1,3,1,TA,6,Typ,1,Attchd,1976.0,Fin,528,TA,TA,Y,536,90,0,0,0,8,Normal,134000,2007
80,RL,92.0,6930,Pave,IR1,Inside,ClearCr,Norm,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,120.0,TA,TA,CBlock,TA,TA,Av,BLQ,300,Rec,468,1062,GasA,Ex,Y,FuseF,0,0,1,0,3,1,Gd,6,Min2,0,BuiltIn,1958.0,Unf,288,TA,TA,Y,168,0,294,0,0,7,Abnorml,130000,2006
60,RL,78.0,12011,Pave,IR1,CulDSac,NoRidge,Norm,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,530.0,Gd,TA,PConc,Gd,TA,Av,GLQ,956,Unf,130,1086,GasA,Ex,Y,SBrkr,838,1,2,1,3,1,Gd,7,Typ,1,Attchd,1998.0,RFn,592,TA,TA,Y,208,75,0,374,0,6,Normal,280000,2006
160,RM,21.0,1680,Pave,Reg,Inside,BrDale,Norm,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,510.0,TA,TA,CBlock,TA,TA,No,ALQ,162,Unf,321,483,GasA,Gd,Y,SBrkr,504,0,1,1,2,1,Gd,5,Typ,0,Detchd,1972.0,Unf,264,TA,TA,Y,250,0,0,0,0,5,Normal,118000,2009
70,RM,59.0,10690,Pave,Reg,Inside,IDOTRR,Norm,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,456,Unf,216,672,GasA,Gd,Y,FuseA,672,0,1,0,3,1,TA,6,Typ,0,Detchd,1964.0,Unf,468,TA,Fa,Y,0,128,218,0,0,7,Normal,147000,2009
80,RL,101.0,9150,Pave,IR1,Corner,NAmes,Norm,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371,Unf,728,1099,GasA,Gd,Y,SBrkr,0,0,1,0,3,1,TA,6,Typ,1,Basment,1962.0,RFn,296,TA,TA,Y,64,110,0,0,0,12,Normal,165000,2008
20,RL,78.0,7800,Pave,Reg,Inside,NAmes,Norm,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,200.0,TA,TA,PConc,TA,TA,No,LwQ,540,Unf,728,1268,GasA,Gd,Y,SBrkr,0,0,1,0,2,1,TA,7,Typ,1,Attchd,1954.0,Fin,244,TA,TA,Y,0,98,0,0,0,3,Normal,132000,2010
120,RL,50.0,7175,Pave,Reg,Inside,SawyerW,Norm,1Story,6,5,1984,1984,Gable,CompShg,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623,LwQ,0,744,GasA,TA,Y,SBrkr,0,1,1,0,2,1,TA,4,Typ,0,Attchd,1984.0,Unf,264,TA,TA,Y,353,0,0,90,0,2,Normal,125000,2010
20,RL,79.0,10634,Pave,Reg,Inside,NAmes,Norm,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,0.0,TA,TA,PConc,TA,TA,No,BLQ,428,LwQ,0,608,GasA,TA,Y,SBrkr,0,1,1,0,3,1,TA,5,Min2,0,Attchd,1953.0,Unf,270,TA,TA,Y,66,0,0,0,0,11,Normal,123000,2009
60,RL,65.0,8200,Pave,Reg,Inside,CollgCr,Norm,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,847,847,GasA,Ex,Y,SBrkr,1081,0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2003.0,Fin,434,TA,TA,Y,100,48,0,0,0,7,Normal,219500,2007
85,RL,57.0,8846,Pave,IR1,CulDSac,CollgCr,Norm,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,298,Unf,572,870,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,TA,5,Typ,0,Detchd,1998.0,Unf,576,TA,TA,Y,0,0,0,0,0,7,Normal,148000,2006
60,FV,102.0,11143,Pave,IR1,Corner,Somerst,Norm,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1580,1580,GasA,Ex,Y,SBrkr,886,0,3,0,4,1,Gd,8,Typ,1,Attchd,2004.0,RFn,610,TA,TA,Y,159,214,0,0,0,12,Normal,340000,2007
20,RL,88.0,11394,Pave,Reg,Corner,StoneBr,Norm,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,350.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1445,Unf,411,1856,GasA,Ex,Y,SBrkr,0,1,1,1,1,1,Ex,8,Typ,1,Attchd,2010.0,Fin,834,TA,TA,Y,113,0,0,0,0,6,Partial,394432,2010
60,RL,60.0,8123,Pave,IR1,Inside,Gilbert,RRAn,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,16.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,982,982,GasA,Ex,Y,SBrkr,793,0,2,1,3,1,TA,7,Typ,1,Attchd,2000.0,Fin,463,TA,TA,Y,100,63,0,0,0,6,Normal,179000,2009
50,RL,50.0,5000,Pave,Reg,Inside,SWISU,Norm,1.5Fin,5,6,1924,1950,Gable,CompShg,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,218,Unf,808,1026,GasA,TA,Y,SBrkr,665,0,2,0,3,1,Gd,6,Typ,1,Detchd,1924.0,Unf,308,TA,TA,Y,0,0,242,0,0,5,Normal,127000,2010
20,FV,60.0,7200,Pave,Reg,Inside,Somerst,Norm,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,1293,1293,GasA,Ex,Y,SBrkr,0,1,2,0,2,1,Gd,5,Typ,1,Attchd,2006.0,RFn,572,TA,TA,Y,216,121,0,0,0,8,Partial,187750,2006
60,RL,79.0,9245,Pave,IR1,Inside,CollgCr,Norm,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,939,939,GasA,Ex,Y,SBrkr,858,0,2,1,3,1,Gd,8,Typ,0,Attchd,2006.0,RFn,639,TA,TA,Y,144,53,0,0,0,4,Normal,213500,2007
45,RH,60.0,9000,Pave,Reg,Corner,SawyerW,Norm,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,784,784,GasA,TA,N,FuseA,0,0,1,0,2,1,TA,5,Typ,0,Detchd,1950.0,Unf,360,Fa,Fa,N,0,0,91,0,0,10,Normal,76000,2009
120,RL,43.0,3182,Pave,Reg,Inside,Blmngtn,Norm,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,1232,1256,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Gd,6,Typ,1,Attchd,2004.0,Fin,430,TA,TA,Y,146,20,0,144,0,4,Normal,192000,2010
80,RL,72.0,7200,Pave,Reg,Inside,Edwards,Norm,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,255.0,TA,TA,CBlock,TA,TA,Av,ALQ,631,Unf,410,1041,GasA,Ex,Y,SBrkr,0,1,1,0,3,1,TA,6,Typ,1,Detchd,1977.0,Unf,352,TA,TA,Y,296,0,0,0,0,10,Abnorml,125000,2009
20,RL,93.0,9382,Pave,IR1,CulDSac,CollgCr,Norm,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1468,1468,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,6,Typ,0,Attchd,1999.0,RFn,577,TA,TA,Y,120,25,0,0,0,7,Normal,191000,2008
60,RL,96.0,12474,Pave,Reg,Inside,NridgHt,Norm,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,272.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1280,Unf,402,1682,GasA,Ex,Y,SBrkr,590,1,2,1,3,1,Ex,9,Typ,1,BuiltIn,2008.0,Fin,846,TA,TA,Y,196,134,0,0,0,8,Partial,426000,2008
50,RL,50.0,8405,Pave,Reg,Inside,Edwards,Norm,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,241,BLQ,229,861,GasA,Ex,Y,SBrkr,406,1,1,0,4,1,TA,7,Typ,0,Detchd,1978.0,Unf,384,TA,TA,Y,0,130,112,0,0,4,Normal,119000,2008
60,RL,71.0,12209,Pave,IR1,CulDSac,Mitchel,Norm,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690,Unf,114,804,GasA,Ex,Y,SBrkr,1157,1,2,1,3,1,Gd,7,Typ,1,BuiltIn,2001.0,Fin,560,TA,TA,Y,125,192,0,0,0,6,Normal,215000,2009
50,RL,60.0,10134,Pave,Reg,Inside,OldTown,Norm,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,735,735,GasA,Gd,Y,FuseA,299,0,1,0,2,1,TA,5,Typ,0,Detchd,1940.0,Unf,240,TA,TA,Y,0,39,0,0,0,7,Normal,109000,2007
20,RL,68.0,9571,Pave,Reg,Inside,Edwards,Norm,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,739,Unf,405,1144,GasA,TA,Y,SBrkr,0,1,1,0,3,1,TA,6,Typ,0,Attchd,1956.0,Unf,596,TA,TA,Y,44,0,0,0,0,6,Normal,129000,2010
20,RL,60.0,7200,Pave,Reg,Inside,CollgCr,Norm,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,0.0,TA,TA,CBlock,TA,TA,Av,Rec,777,Unf,117,894,GasA,TA,Y,SBrkr,0,0,1,0,2,1,TA,6,Typ,0,Detchd,1985.0,RFn,600,TA,TA,Y,215,0,0,0,0,9,Normal,123000,2009
60,RL,69.0,7590,Pave,Reg,Inside,NAmes,PosN,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,288.0,TA,TA,CBlock,TA,TA,No,ALQ,540,Unf,324,864,GasA,TA,Y,SBrkr,936,0,2,0,4,1,TA,8,Typ,1,Attchd,1962.0,RFn,264,TA,TA,Y,0,168,0,0,0,7,Normal,169500,2007
30,RM,60.0,8967,Pave,Reg,Corner,IDOTRR,Norm,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0,Unf,961,961,GasA,Gd,Y,Mix,0,0,1,0,2,1,TA,6,Maj2,0,Detchd,1920.0,Unf,338,Po,Po,N,0,0,0,0,0,11,Abnorml,67000,2007
